id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
23049502451,230495,CE,Guaiúba,CRAS JOSÉ FERREIRA DA FROTA,,,RUA SÃO CRISTOVÃO - 00,00,,,SANTO ANTONIO,61890000,"-4.0415971643783255\,-38.63430910065409",2024-05-09T03:59:59.143Z
23049520230,230495,CE,Guaiúba,CRAS CARLOS MOREIRA MEDEIROS,,,JOAO MOREIRA - 00,00,,PROXIMO AO POLO ABC,ÁGUA VERDE,61890000,"-4.155426585898694\,-38.67889200751898",2024-05-09T03:59:59.220Z
23050004400,230500,CE,Guaraciaba do Norte,CRAS FAMÍLIA CIDADÃ,,,Rua Padre Nelson Mota - 136,136,,,CENTRO,62380000,"-4.161185403987643\,-40.75099468231202",2024-05-09T04:00:00.702Z
23050020605,230500,CE,Guaraciaba do Norte,CRAS Rural,,,Varzea dos Espinhos - 0,0,,,Zona Rural,62380000,"-4.2837085\,-40.8408556",2024-05-09T04:00:00.702Z
23051003570,230510,CE,Guaramiranga,CRAS Prefeito Francisco Farias Filho,,,RUA JOAQUIM ALVES NOGUEIRA - 470,470,,PRÓXIMO A PRAÇA CENTRAL E SEDE DA PREFEITURA.,CENTRO,62766000,"-4.211412193358619\,-38.94706964492798",2024-05-09T03:59:58.731Z
23052002542,230520,CE,Hidrolândia,CRAS João Camelo Sobrinho (Janjão Timbó),,,José Rodrigues Peres - 0,0,,,Caixa d'agua,62270000,"-4.408178873223045\,-40.40539741516114",2024-05-09T04:00:00.625Z
23052034151,230520,CE,Hidrolândia,CRAS ANASTÁCIO BEZERRA VIANA,,,Maria Torres de Freitas - 0,0,,,IRAJÁ,62270000,"-4.3599334015248745\,-40.467453002929695",2024-05-09T04:00:06.369Z
23052303990,230523,CE,Horizonte,CRAS ZUMBI,,,HORÁCIO INÁCIO DE SOUSA - 192,192,,,ZUMBI,62882425,"-4.096880491845916\,-38.485724329948425",2024-05-09T03:59:58.907Z
23052315130,230523,CE,Horizonte,CRAS QUILOMBOLA,,,CHAGAS BENTO - 61,61,,,ALTO ALEGRE,62880000,"-4.1349579118461905\,-38.51103901863098",2024-05-09T03:59:58.907Z
23052333463,230523,CE,Horizonte,CRAS DOURADO,,,Dona Sinhá - 53,53,,Em frente ao mercado,Dourado,62880000,"-4.101923520300562\,-38.455474376678474",2024-05-09T04:00:02.400Z
23052335355,230523,CE,Horizonte,CRAS CATOLÉ,,,João de Sousa Falcão  - 716,716,,Ao lado do posto de Saúde e do colégio João Antonio.,Catolé,62880000,"-4.066699243038768\,-38.50842386484146",2024-05-09T04:00:02.091Z
23052338566,230523,CE,Horizonte,CRAS ANINGAS,,,PEDRO FELÍCIO - 0,0,,,CANAVIEIRA DOS PINHEIROS,62880000,"-4.098520482838988\,-38.428716659545905",2024-05-09T04:00:06.439Z
23052602862,230526,CE,Ibaretama,CRAS IBARETAMA,,,avenida joao ricardo da silveira - 06,06,CENTRO,,CENTRO,63970000,"-4.7002665\,-38.67591429999999",2024-05-09T03:59:59.464Z
23053003352,230530,CE,Ibiapina,CRAS ESTÁDIO,,,VEREADOR MANUEL RODRIGUES - 0,0,,VIZINHO AO INSS,PRAÇA DO ESTÁDIO,62360000,"-3.92394316196227\,-40.89254826307297",2024-05-09T04:00:00.702Z
23053038166,230530,CE,Ibiapina,CRAS PEDRINHAS,,,JOÃO VAZ DE AGUIAR - 377,377,,Próximo à Igreja,PEDRINHAS,62360000,"-3.9255100132396734\,-40.884491206645976",2024-05-09T04:00:03.171Z
23053040027,230530,CE,Ibiapina,CRAS ALTO LINDO,,,Rua Boa Esperança  - 00,00,,,Alto Lindo,62360000,,2024-05-09T04:00:06.369Z
23053301788,230533,CE,Ibicuitinga,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE IBICUITINGA,,,JOÃO DUARTE - 2212,2212,,Ao lado da Farmácia Pe. Cícero,CENTRO,62955000,"-4.9766097847215995\,-38.63657712936402",2024-05-09T03:59:59.384Z
23053503317,230535,CE,Icapuí,CRAS ICAPUI,,,JOAO CIRILO - 1,1,,Em frente à entrada da Praia da Barrinha.,MUTAMBA,62810000,"-4.692661772085375\,-37.38357353315224",2024-05-09T03:59:59.464Z
23054003277,230540,CE,Icó,CRAS I - FATIMA SOARES,,,CECÍLIA RODRIGUES JOTA - 0,0,,ANTIGA PADARIA COMUNITÁRIA,SANTA LUIZA DE MARILAC,63430000,"-6.407728784511235\,-38.86630296707154",2024-05-09T04:00:00.239Z
23054003286,230540,CE,Icó,CRAS II - IRINEIDE PENAFORTE,,,PADRE VIEIRA  - 61,61,*,Em frente ao mercantil de Skinão,BNH,63430000,"-6.397978464619172\,-38.85720491409302",2024-05-09T04:00:00.239Z
23054020084,230540,CE,Icó,CRAS III - IRMÃ MARIA JOSÉ LIMA CAMPOS,,,DA BR - 1020,1020,,PROXIMO A RÁDIO LIMA CAMPOS FM,DISTRITO LIMA CAMPOS,63430000,"-20.8119511\,-49.42665039999997",2024-05-09T04:00:00.239Z
23055001677,230550,CE,Iguatu,CRAS AGUIMAR MENDONÇA,,,VIGORVINO MANOEL LEITE - 003,003,,Ao lado do PSF,VILA MOURA,63503300,"-6.370323796586946\,-39.2889899959564",2024-05-09T03:59:59.840Z
23055001678,230550,CE,Iguatu,CRAS ANTONIO BEZERRA DE MELO,,,"12 de Outubro, s/n - 22",22,,Por trás do antigo tiro de guerra,Paraná,63500000,"-6.348973498593914\,-39.29850339889527",2024-05-09T04:00:00.395Z
23055006091,230550,CE,Iguatu,CRAS IDAMA LIMA PEREIRA,,,DÁRIO RABELO - 0,0,,ANTIGO ABC,SANTO ANTONIO,63500000,"-6.3661653692196385\,-39.29926822090147",2024-05-09T04:00:00.395Z
23055020405,230550,CE,Iguatu,CRAS IRISMEIRE LOPES SIQUEIRA,,,NOVE DE NOVEMBRO - 0,0,,AO LADO DO CAIC,JOÃO PAULO II,63500000,"-6.345753252279371\,-39.315862655639656",2024-05-09T04:00:00.395Z
23055030469,230550,CE,Iguatu,CRAS FRANCISCO ALVES DO NASCIMENTO,,,SABINO ANTUNES - 0,0,,ANTIGA PRAÇA PEC,NOVO IGUATU,63500000,"-6.3705237201308655\,-39.31213745975492",2024-05-09T04:00:01.865Z
23055037623,230550,CE,Iguatu,CRAS JOSÉ DE ALENCAR,,,Avenida Marlene Gonçalves - 0,0,,Antiga Escola Estadual Francisco Holanda Montenegro,ALENCAR SEDE,63500000,"-6.401539565309308\,-39.16577160358429",2024-05-09T04:00:01.940Z
23056002089,230560,CE,Independência,CRAS MATILDES GOMES COUTINHO,,,JERÔNIMO ALVES DE ARAÚJO - 417,417,,,COHAB,63640000,"-5.390736435758488\,-40.30350834131241",2024-05-09T04:00:00.863Z
23056039933,230560,CE,Independência,CRAS CARLOTA LUCIO BEZERRA,,,TOLENTINO ALVES VIEIRA - 00,00,,,PLACA,63640000,,2024-05-09T04:00:06.439Z
23056501083,230565,CE,Ipaporanga,CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL DE IPAPORANGA,,,GABRIEL RODRIGUES - 03,03,casa,AO LADO DO CEI,CENTRO,62215000,"-4.906285620829394\,-40.764940492808826",2024-05-09T04:00:00.940Z
23057003254,230570,CE,Ipaumirim,CRAS ANTONIO SARAIVA DE ARAÚJO,,,BECO DO CUSTÓDIO - 0,0,,AO LADO DA SECRETARIA DE ASSISTÊNCIA SOCIAL,CENTRO,63340000,"-6.787864471117155\,-38.71732234954835",2024-05-09T04:00:01.865Z
23057020279,230570,CE,Ipaumirim,CRAS MARIA ALDA VIEIRA LISBOA,,,CHICO FELIZARDO - 00000,00000,,,DISTRITO DO FELIZARDO,63340000,"-6.84867155574199\,-38.73959541320801",2024-05-09T04:00:01.865Z
23058003814,230580,CE,Ipu,CRAS 1 - ALTO DOS QUATORZE,,,DR FELIX CÂNDIDO - 697,697,,,ALTO DOS QUATORZE,62250000,"-4.3320223541300855\,-40.716415643692024",2024-05-09T04:00:06.369Z
23058031843,230580,CE,Ipu,CRAS 2 - MARIA DO SOCORRO MESQUITA MARTINS,,,DONA JOANA MIMOSA - 239,239,,PROXIMO AO HOSPITAL MONSENHOR MORAES.,NOVA ALDEOTA,62250000,"-4.31769734951038\,-40.71054697036744",2024-05-09T04:00:03.244Z
23059002459,230590,CE,Ipueiras,CRAS SEDE,,,CORONEL JOSÉ BENTO - 388,388,,Próximo ao Ginásio Coberto: José de Arimatéia Catunda.,CENTRO,62230000,"-4.544142468033826\,-40.71681261062622",2024-05-09T04:00:00.940Z
23059020019,230590,CE,Ipueiras,CRAS II Matriz de São Gonçalo,,,Padre Francisco Tupinambá de Melo - 0,0,000,próximo ao posto de gasolina e na rua por trás do Creche,Matriz de São Gonçalo,62230000,"-4.576328684174389\,-40.81559300422669",2024-05-09T03:59:57.769Z
23060004083,230600,CE,Iracema,CRAS - CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL - CRAS - CASA DAS FAMÍLIAS,,,FRANCISCO ROQUE DE OLIVEIRA - 99,99,CASA,VIZINHO AO INSS.,BEIRA RIO,62980000,"-5.808148537712157\,-38.30867439508439",2024-05-09T03:59:59.384Z
23061002539,230610,CE,Irauçuba,TIA MARIA JANICA - CRAS SEDE,,,PEDRO RODRIGUES DE OLIVEIRA - 168,168,,PRÓXIMO À FÁBRICA PALMINORTE,AÇUDE,62620000,"-3.7461764616495374\,-39.77889776229859",2024-05-09T04:00:00.625Z
23061002547,230610,CE,Irauçuba,CRAS FRANCISCA RODRIGUES DANTAS/MISSI,,,Rua Miguel Barbosa  - 340,340,,PROXIMO A PRAÇA CENTRAL DO MISSI,DISTRITO MISSI,62620000,"-3.621765023344748\,-39.820482730865486",2024-05-09T04:00:00.625Z
23062004081,230620,CE,Itaiçaba,CRAS - Centro de Referência de Assistência Social de Itaiçaba,,,AV. 31 DE MARÇO - 0,0,"CONJUNTO PE ABILIO, S/N",PRÓXIMO AO CENTRO CULTURAL,SAO FRANCISCO,62820000,"-4.682507746329614\,-37.825198173522956",2024-05-09T03:59:59.298Z
23062502297,230625,CE,Itaitinga,CRAS BARROCÃO,,,F - 461,461,,PRÓXIMO AO CETEM,PARQUE DOM PEDRO,61880000,"-3.8951614\,-38.5160498",2024-05-09T03:59:58.339Z
23062520611,230625,CE,Itaitinga,CRAS ANGORÁ,,,VALDEBERTO ALBUQUERQUE - 2,2,,,ANGORÁ,61880000,"-3.97317598090046\,-38.54377269744874",2024-05-09T03:59:59.220Z
23062540045,230625,CE,Itaitinga,CRAS JABUTI,,,RUA FRANCISCA FERREIRA SALES - 259,259,,PRÓXIMO A CRECHE DO BAIRRO JABUTI,JABUTI,61880000,,2024-05-09T04:00:03.317Z
23063002438,230630,CE,Itapagé,CRAS CATÃO AZEVEDO CRUZ,,,MANOEL BERNARDO DO NASCIMENTO - 50,50,sede do município,AO LADO DO TERMINAL RODOVIÁRIO DE ITAPAJÉ.,CRUZEIRO,62600000,"-3.6885838\,-39.5860596",2024-05-09T03:59:58.986Z
23063020384,230630,CE,Itapagé,CRAS MARIA ORFILA FREITAS CRUZ,,,DEPUTADO RAIMUNDO VIEIRA FILHO - 511,511,zona rural,Ao PRAÇA DA IGREJA(católica)) Distrito de IRATINGA.,IRATINGA/DISTRITO,62600000,"-3.736460792982782\,-39.546618461608894",2024-05-09T03:59:58.986Z
23064001776,230640,CE,Itapipoca,Centro de Referência da Assistência Social - DESERTO,,,RUA DA FELICIDADE - 00,00,,,DESERTO,62500000,"-3.512628603656971\,-39.49216961860657",2024-05-09T04:00:00.549Z
23064001778,230640,CE,Itapipoca,Centro de Referência da Assistência Social - MARANHÃO,,,JOÃO CHICO - 1566,1566,,Próximo a IGREJA SANTO EXPEDITO,MARANHÃO,62500001,"-3.4817978062765973\,-39.5819914340973",2024-05-09T04:00:00.549Z
23064001780,230640,CE,Itapipoca,Centro de Referência da Assistência Social - ARAPARI,,,Maria Apolônia Soares - 61,61,Zona rural,Frente praça,Arapari,62500000,"-3.556768734505073\,-39.58418011665344",2024-05-09T04:00:00.549Z
23064001782,230640,CE,Itapipoca,CRAS Centro de Referência da Assistência Social - ALZIRA VIANA,,,VICENTE MOURA VIANA - 2379,2379,,DUCOCO,CACIMBAS,62500000,"-3.4940167326001883\,-39.59887862205506",2024-05-09T04:00:00.549Z
23064036467,230640,CE,Itapipoca,CRAS Centro de Referência da Assistência Social - BALEIA,,,RUA FRANCISCO FÉLIX DO NASCIMENTO - 00,00,,entrada da Baleia,Baleia,62500000,"-3.1523000330119366\,-39.44262921810151",2024-05-09T04:00:02.400Z
23065002117,230650,CE,Itapiúna,CRAS DE PALMATÓRIA,,,SÃO FELIX - 00,00,,ATRÁS DA ANTIGA TELEMAR,DISTRITO DE PALMATORIA,62744000,"-4.523313439050175\,-39.00434017181397",2024-05-09T04:00:01.865Z
23065034017,230650,CE,Itapiúna,CRAS - SEDE-ITAPIÚNA,,,COSMO SANTOS - 00,00,,PROXIMO AO PSF SEDE III,PLANALTO,62740000,"-4.558393562346231\,-38.91730785369874",2024-05-09T04:00:03.244Z
23065503340,230655,CE,Itarema,CRAS - Centro de Referência de Assistência Social Fátima Maria Galdino Facundo,,,MANOEL CARNEIRO DE COUTO - 00,00,,PX IGREJA CATÓLICA SÃO JOÃO BATISTA,GARGOE,62590000,"-2.9428694750743802\,-39.911441802978516",2024-05-09T04:00:00.863Z
23065531657,230655,CE,Itarema,CRAS - Centro de Referência da Assistência Social Maria Conceição Ferreira Silva,,,RUA SEVERIANO CORREIA DE ANDRADE - 00,00,DISTRITO,UBS ALMOFALA,ZONA RURAL,62590000,"-2.938026425979196\,-39.830503463745124",2024-05-09T04:00:03.638Z
23066002134,230660,CE,Itatira,CRAS LAGOA DO MATO,,,CONJUNTO LUCIA DE FÁTIMA ASSUNÇÃO MELO - 143,143,DISTRITO LAGOA DO MATO,,CONJUNTO NOVO,62725000,"-4.637467271172808\,-39.67472076416016",2024-05-09T03:59:59.464Z
23066020620,230660,CE,Itatira,CRAS ITATIRA SEDE,,,ANTONIO ALVES GUERRA - 621,621,,Igreja Católica,CENTRO,62720000,"-4.5298429630468275\,-39.621232151985176",2024-05-09T03:59:59.464Z
23067004094,230670,CE,Jaguaretama,CRAS I,,,ADOLFO BEZERRA DE MENEZES - 373,373,,,ACAMPAMENTO,63480000,"-5.6108820287215755\,-38.761053085327156",2024-05-09T04:00:00.318Z
23067020107,230670,CE,Jaguaretama,CRAS II - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,ANTONIO LOURIVAL DE LIMA - 867,867,,,NOSSA SENHORA DA CONCEIÇÃO,63480000,"-5.610625770283371\,-38.77470016479493",2024-05-09T04:00:00.395Z
23068011152,230680,CE,Jaguaribara,CRAS MARIA JOCYARA PEIXOTO ALVES,,,PERGENTINO ALMINO PINHEIRO  - 97,97,,,CENTRO,63490000,"-5.45776908725087\,-38.46184730529786",2024-05-09T03:59:57.769Z
23069002304,230690,CE,Jaguaribe,CRAS Maria Socorro Paes de Sant'Anna,,,C - 1,1,,,Cohab,63475000,"-5.880669364692707\,-38.60941976308823",2024-05-09T03:59:59.840Z
23069020626,230690,CE,Jaguaribe,CRAS João Neto Vitor,,,Maria Nerita e Silva Gomes - 00,00,,,Conjunto José Pessoa Filho,63475000,"-5.909323952129981\,-38.62243652343751",2024-05-09T03:59:59.840Z
23070004079,230700,CE,Jaguaruana,CRAS Raimunda Amelia da Silva,,,03 - 00,00,,Próximo a delegacia.,COHAB,62823000,"-4.829751106863877\,-37.781263589859016",2024-05-09T03:59:57.769Z
23071002792,230710,CE,Jardim,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS I,,,RUA MADRE ANA COUTO - 71,71,,,CENTRO,63290000,"-7.582614326510863\,-39.28058356046677",2024-05-09T04:00:00.239Z
23071020541,230710,CE,Jardim,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL - CRAS II,,,Vereador Jonas Mauricio - 00,00,,,MORRO DO TETÉU,63290000,"-7.588689384570604\,-39.27906360435486",2024-05-09T04:00:00.239Z
23072004042,230720,CE,Jati,CRAS Maria Neves de Sousa,,,Manoel Luis - 1,1,Casa,Proximo a Praça Wilton Silva,Centro,63275000,"-7.687428228279682\,-39.00651544332504",2024-05-09T04:00:00.318Z
23072504102,230725,CE,Jijoca de Jericoacoara,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE JIJOCA DE JERICOACOARA,,,José Josafá - 00,00,,Entrada da cidade,CENTRO,62598000,"-2.9040066303242207\,-40.44262647628785",2024-05-09T04:00:00.863Z
23072538512,230725,CE,Jijoca de Jericoacoara,CRAS de Jericoacoara,,,Isabele - 00,00,,Em frente a UBS/Ao lado do Polo de Jericoacoara,Novo Jeri,62598000,"-2.7990371007724146\,-40.51183283329011",2024-05-09T04:00:02.400Z
23073001164,230730,CE,Juazeiro do Norte,CRAS II - Frei Damião,,,Sargento José Marcolino Brasileiro - 945,945,,,Frei Damião,63180000,"-7.247003788005782\,-39.33547496795654",2024-05-09T03:59:59.840Z
23073001177,230730,CE,Juazeiro do Norte,CRAS I - Triângulo,,,MARIA DIVA DE CARVALHO - 650,650,,,TRIANGULO,63180000,"-7.236767110057494\,-39.32885044816431",2024-05-09T04:00:00.318Z
23073001624,230730,CE,Juazeiro do Norte,CRAS III - Timbaúba,,,RUA JOÃO PAULO I - 620,620,,POLO DA TIMBAUBA,Timbauba,63020550,"-7.2150796\,-39.3027836",2024-05-09T04:00:00.318Z
23073015182,230730,CE,Juazeiro do Norte,CRAS IV - Palmeirinha,,,ANTONIO CRUZ MACEDO - 00,00,,ANTES DO ESF,PALMEIRINHA,63180000,"-7.137233215276113\,-39.31232213973999",2024-05-09T04:00:00.318Z
23073035637,230730,CE,Juazeiro do Norte,CRAS VII - São Gonçalo,,,FRANCISCO LIRA PEREIRA - 64,64,Vila São Gonçalo,,Sítio São Gonçalo,63180000,"-7.185940029492609\,-39.23077493906021",2024-05-09T04:00:06.439Z
23073036005,230730,CE,Juazeiro do Norte,CRAS V - João Cabral,,,Perpétua Carneiro de Cunha - 00,00,,atrás da Escola Ivo Emidio,JOÃO CABRAL,63051140,"-7.233800792830347\,-39.31475222110748",2024-05-09T04:00:01.940Z
23073036309,230730,CE,Juazeiro do Norte,CRAS VI - Aeroporto,,,Rua Joaquim da cruz - 00,00,,Vila São Francisco,Pedrinhas,63180040,"-7.2043547546181115\,-39.276136457920074",2024-05-09T04:00:04.105Z
23073038054,230730,CE,Juazeiro do Norte,CRAS VIII - Horto,,,PADRE JEZÚ FLOR - 00,00,,,HORTO,63180000,"-7.178898594789404\,-39.32650029659271",2024-05-09T04:00:06.439Z
23073038610,230730,CE,Juazeiro do Norte,CRAS IX - Jardim Gonzaga,,,ARNOBIO BACELAR CANECA - 00,00,,,JARDIM GONZAGA,63180000,"-7.2622444911661885\,-39.32296514511109",2024-05-09T04:00:06.439Z
23073038930,230730,CE,Juazeiro do Norte,CRAS X - CAMPO ALEGRE,,,JOSÉ MARTINS FILHO - 0000,0000,,,CAMPO ALEGRE,63049280,"-7.213\,-39.315",2024-05-09T04:00:06.439Z
23074002796,230740,CE,Jucás,CRAS SÃO MATEUS,,,TRAVESSA JOÃO CAVALCANTE - 0,0,complexo Valmir Xavier,,SAGRADA FAMÍLIA,63580000,"-6.528400799064948\,-39.53520298004151",2024-05-09T03:59:59.840Z
23074020032,230740,CE,Jucás,CRAS SÃO JOSÉ,,,PADRE CÍCERO - 0,0,,EM FRENTE A SECRETARIA MUNICIPAL DE EDUCAÇÃO,SÃO JOSÉ,63580000,"-6.522175748910607\,-39.52271461486817",2024-05-09T03:59:59.840Z
23075003952,230750,CE,Lavras da Mangabeira,CRAS MOZART LOPES DE OLIVEIRA,,,Major Idelfonso - 0,0,,Parque do Povo,Centro,63300000,"-6.757351500676298\,-38.97022247314454",2024-05-09T03:59:59.984Z
23075020511,230750,CE,Lavras da Mangabeira,CRAS MARIA TEREZINHA GONÇALVES,,,Firmino Benicio - 213,213,Distrito de Quitaiús,Bar do Rato,CENTRO,63300000,"-6.875748885013574\,-39.09227371215821",2024-05-09T03:59:59.984Z
23075033961,230750,CE,Lavras da Mangabeira,CRAS MARIA CLEIDE LEMOS,,,PEDRO MANGUEIRA - 191,191,DISTRITO,PRÓXIMO A PRAÇA DA MATRIZ,MANGABEIRA,63307000,"-6.759141420902559\,-39.1225290298462",2024-05-09T04:00:03.317Z
23076002147,230760,CE,Limoeiro do Norte,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,RAIMUNDO NONATO DE MOURA - 590,590,,,BOM NOME,62930000,"-5.148712853963125\,-38.099877834320075",2024-05-09T03:59:59.384Z
23076020307,230760,CE,Limoeiro do Norte,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,JOSÉ NUNES GUERREIRO - 00,00,,Próximo ao IFCE,ANTONIO HOLANDA DE OLIVEIRA,62930000,"-5.149289873216324\,-38.14929485321045",2024-05-09T03:59:59.384Z
23076311302,230763,CE,Madalena,CRAS FRANCISCA AUGUSTA VIEIRA,,,JOSE HOMERO SARAIVA CAMARA - 120,120,,,SANTA TEREZINHA,63860000,"-4.851005302547143\,-39.57630380988121",2024-05-09T03:59:59.543Z
23076501555,230765,CE,Maracanaú,CRAS ANTONIO JUSTA,,,Samuel Uchôa - 00,00,S/N,,Colônia antônio Justa,61903060,"-3.882976481753579\,-38.64186644554139",2024-05-09T03:59:59.298Z
23076501564,230765,CE,Maracanaú,CRAS ALTO ALEGRE,,,Tabajara - 1500,1500,,,Alto Alegre II,61921455,"-3.833485699158212\,-38.6014187335968",2024-05-09T03:59:59.298Z
23076501566,230765,CE,Maracanaú,CRAS INDIGENA,,,Professor José Henrique da Silva - 8876,8876,Aldeia Pitaguary,,Santo Antonio do Pitaguary,61901580,"-3.934202581156559\,-38.6325404047966",2024-05-09T03:59:59.298Z
23076501578,230765,CE,Maracanaú,CRAS JEREISSATI,,,X - 254,254,,,Jereissati II,61901210,"-3.8850049266197506\,-38.62150311470032",2024-05-09T03:59:59.298Z
23076506632,230765,CE,Maracanaú,CRAS JARDIM BANDEIRANTES,,,Airton Senna  - 800,800,,Creche Pró-Infância,Jardim Bandeirantes,61933315,"-3.871579100049829\,-38.58856558799744",2024-05-09T03:59:59.298Z
23076506676,230765,CE,Maracanaú,CRAS MUCUNÃ,,,Pompeu Ferreira da Ponte - 695,695,,,Luzardo Viana,61910120,"-3.8569675340235463\,-38.64819645881653",2024-05-09T03:59:59.298Z
23076520235,230765,CE,Maracanaú,CRAS PARQUE SÃO JOAO,,,Rua Patativa do Assaré - 750,750,,UBS Alarico Leite,Siqueira,60732280,"-3.8155913121222578\,-38.61995279788971",2024-05-09T04:00:01.789Z
23076520242,230765,CE,Maracanaú,CRAS PAJUÇARA,,,SÃO SEBASTIÃO - 273,273,,,PAJUÇARA,61932250,"-3.8618461123486267\,-38.58596920967102",2024-05-09T04:00:01.865Z
23076534641,230765,CE,Maracanaú,CRAS ACARACUZINHO,,,101 - 172,172,,,Conj. Acaracuzinho,61920020,"-3.8495760197141644\,-38.60969603061676",2024-05-09T04:00:06.369Z
23076535803,230765,CE,Maracanaú,CRAS PIRATININGA,,,02 - 00,00,s/n,Em frente à Escola Municipal de Ensino Fundamental Presidente Tancredo Neves,Novo Maracanau,61905490,"-3.8637193933405203\,-38.62494707107545",2024-05-09T04:00:02.400Z
23076538444,230765,CE,Maracanaú,CRAS TIMBÓ,,,125 - 501,501,,Unidade de saúde Almir Dutra.,Timbó,61936280,"-3.878858027910361\,-38.605104088783264",2024-05-09T04:00:03.638Z
23077002148,230770,CE,Maranguape,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DO NOVO MARANGUAPE,,,Gontram Nascimento - 00,00,,ESCOLA RENATO MOTA,OUTRA BANDA,61942220,"-3.8805831\,-38.67687919999997",2024-05-09T03:59:59.143Z
23077002153,230770,CE,Maranguape,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DO PARQUE IRACEMA,,,ANTONIO GOMES BESSA - 0,0,,BERÇARIO MÁRIO VALENTIM,PARQUE IRACEMA,61948220,"-3.9037745000739292\,-38.67582321166993",2024-05-09T03:59:59.143Z
23077002154,230770,CE,Maranguape,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DA SAPUPARA,,,TABATINGA - 0,0,,,SAPUPARA,61950000,"-3.955858263905702\,-38.69176626205445",2024-05-09T03:59:58.907Z
23077020583,230770,CE,Maranguape,CRAS -CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DO AMANARÍ,,,VIRGILIO DE ANDRADE - 36,36,,,SÃO JOÃO DO AMANARI,61979000,"-3.8985509596628263\,-38.700413703918464",2024-05-09T03:59:59.143Z
23077020702,230770,CE,Maranguape,CRAS Manoel Albuquerque Cunha Leite- CRAS Itapebuçu,,,CAPITÃO JOSÉ MARQUES - 00,00,,,ITAPEBUSSU,61988000,"-4.027085476004642\,-38.9294046163559",2024-05-09T03:59:59.143Z
23077039645,230770,CE,Maranguape,CRAS PROURB,,,SOL NASCENTE  - 00,00,,,NOVO MARANGUAPE,61940000,,2024-05-09T04:00:06.369Z
23078003343,230780,CE,Marco,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - SEDE,,,RUA ENESTO GEISEL  - 620,620,0,PRÓXIMO A ESCOLA RICARDO SOUSA NEVES,CENTRO,62560000,"-3.120772368738341\,-40.15294790267944",2024-05-09T04:00:00.863Z
23078020043,230780,CE,Marco,CRAS CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL - TRIANGULO,,,TRIANGULO - 34,34,PRAÇA DA MATRIZ -TRIANGULO,,TRIANGULO,62560000,"-3.1288748\,-40.15859790000002",2024-05-09T04:00:00.863Z
23079004105,230790,CE,Martinópole,Centro de Referencia da Assistência Social,,,Rufino Pereira - 598,598,,,Matadouro,62450000,"-3.2285066710554093\,-40.69621324539185",2024-05-09T04:00:00.549Z
23080003834,230800,CE,Massapê,CRAS FRANCISCA LIMA ALBUQUERQUE,,,ALTO DA CONQUISTA - 1,1,,Vizinho ao PSF do Bairro Nossa Senhora de Fátima,NOSSA SENHORA DE FATIMA,62140000,"-3.5304690937383825\,-40.341067314147956",2024-05-09T04:00:00.625Z
23080020262,230800,CE,Massapê,CRAS MONSENHOR JOÃO BATISTA SOARES FROTA,,," CE JOSÉ EUCLIDES FERREIRA GOMES - 00",00,,antigo polo,Rodagem,62140000,"-3.5236798959180593\,-40.342590808868415",2024-05-09T04:00:00.625Z
23081004161,230810,CE,Mauriti,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE MAURITI,,,RUA CAPITÃO MIGUEL DANTAS - 00,00,,,CENTRO,63210000,"-7.389055300000001\,-38.775944100000004",2024-05-09T04:00:00.159Z
23081020521,230810,CE,Mauriti,CRAS PALESTINA,,,JOSE BERNARDO - 200,200,,,DISTRITO DE PALESTINA,63210000,"-7.472198100912965\,-38.773026466369636",2024-05-09T04:00:00.239Z
23081020522,230810,CE,Mauriti,CRAS FRANCISCA ALVES DE MEDEIROS-BURITIZINHO,,,JOÃO LUCAS - 00,00,,mercantil tem de tudo,DISTRITO DE BURITIZINHO,63210000,"-7.314284611937279\,-38.78000020980836",2024-05-09T04:00:00.159Z
23082003826,230820,CE,Meruoca,CRAS EXPEDITA DAVI DE OLIVEIRA - SONHO MEU,,,SÃO JOSÉ  - 000,000,,EM FRENTE A CASA DA CONCEIÇÃO FIRMINO,CENTRO,62130000,"-3.538013183566758\,-40.456404983997345",2024-05-09T04:00:01.865Z
